index,group,inc_date,incnum,exp,aidtype,inc_type,struc_type,property_use,fire_sprd,civilian_casualties,firefighter_casualties,incident_number
48603,inc_sf2014q4.csv,20141020,996,0,N,118,,962,,0,0,201410200996
48632,inc_sf2014q4.csv,20141020,1299,0,N,118,,429,,0,0,201410201299
48633,inc_sf2014q4.csv,20141020,1299,1,N,118,,429,,0,0,201410201299
52431,inc_sf2014q4.csv,20141111,197,0,N,111,1,881,4,0,0,201411110197
52432,inc_sf2014q4.csv,20141111,197,1,N,111,1,881,4,0,0,201411110197
52456,inc_sf2014q4.csv,20141111,461,0,N,111,1,429,4,0,0,201411110461
48685,inc_sf2014q4.csv,20141021,416,0,N,113,,419,,0,0,201410210416
48706,inc_sf2014q4.csv,20141021,651,0,N,118,,174,,0,0,201410210651
48709,inc_sf2014q4.csv,20141021,685,0,N,113,,419,,0,0,201410210685
52510,inc_sf2014q4.csv,20141111,911,1,N,111,1,891,5,0,0,201411110911
48732,inc_sf2014q4.csv,20141021,936,0,N,113,,429,,0,0,201410210936
48748,inc_sf2014q4.csv,20141021,1132,0,N,118,,124,,0,0,201410211132
48760,inc_sf2014q4.csv,20141021,1209,0,N,118,,963,,0,0,201410211209
48767,inc_sf2014q4.csv,20141021,1253,0,N,118,,419,,0,0,201410211253
52588,inc_sf2014q4.csv,20141112,254,0,N,111,1,419,4,0,0,201411120254
48791,inc_sf2014q4.csv,20141022,35,0,N,118,,963,,0,0,201410220035
48792,inc_sf2014q4.csv,20141022,46,0,N,113,,419,,0,0,201410220046
48794,inc_sf2014q4.csv,20141022,80,0,N,118,,963,,0,0,201410220080
48798,inc_sf2014q4.csv,20141022,115,0,N,118,,429,,0,0,201410220115
48799,inc_sf2014q4.csv,20141022,115,1,N,118,,429,,0,0,201410220115
48815,inc_sf2014q4.csv,20141022,208,0,N,118,,807,,0,0,201410220208
48849,inc_sf2014q4.csv,20141022,436,0,N,113,,460,,0,0,201410220436
48850,inc_sf2014q4.csv,20141022,461,0,N,118,,961,,0,0,201410220461
52662,inc_sf2014q4.csv,20141112,890,0,N,111,1,429,4,0,0,201411120890
48923,inc_sf2014q4.csv,20141022,1196,0,N,113,,429,,0,0,201410221196
48924,inc_sf2014q4.csv,20141022,1206,0,N,118,,124,,0,0,201410221206
48928,inc_sf2014q4.csv,20141022,1224,0,N,118,,960,,0,0,201410221224
48938,inc_sf2014q4.csv,20141022,1353,0,N,113,,429,,0,0,201410221353
48942,inc_sf2014q4.csv,20141022,1418,0,N,118,,960,,0,0,201410221418
48943,inc_sf2014q4.csv,20141022,1423,0,N,118,,429,,0,0,201410221423
48945,inc_sf2014q4.csv,20141022,1438,0,N,118,,669,,0,0,201410221438
48958,inc_sf2014q4.csv,20141022,1558,0,N,118,,963,,0,0,201410221558
48966,inc_sf2014q4.csv,20141023,67,0,N,118,,962,,0,0,201410230067
48967,inc_sf2014q4.csv,20141023,73,0,N,118,,960,,0,0,201410230073
49000,inc_sf2014q4.csv,20141023,374,0,N,113,,429,,0,0,201410230374
49006,inc_sf2014q4.csv,20141023,433,0,N,113,,419,,0,0,201410230433
49012,inc_sf2014q4.csv,20141023,490,0,N,113,,938,,0,0,201410230490
49028,inc_sf2014q4.csv,20141023,647,0,N,113,,429,,0,0,201410230647
49108,inc_sf2014q4.csv,20141023,1296,0,N,118,,963,,0,0,201410231296
49109,inc_sf2014q4.csv,20141023,1306,0,N,113,,429,,0,0,201410231306
52933,inc_sf2014q4.csv,20141114,572,0,N,111,1,419,4,0,0,201411140572
52937,inc_sf2014q4.csv,20141114,647,0,N,111,1,429,4,0,0,201411140647
49118,inc_sf2014q4.csv,20141023,1387,0,N,118,,419,,0,0,201410231387
49121,inc_sf2014q4.csv,20141023,1432,0,N,113,,429,,0,0,201410231432
52951,inc_sf2014q4.csv,20141114,801,0,N,111,1,400,4,0,0,201411140801
49130,inc_sf2014q4.csv,20141023,1532,0,N,118,,960,,0,0,201410231532
49131,inc_sf2014q4.csv,20141023,1537,0,N,118,,963,,0,0,201410231537
49134,inc_sf2014q4.csv,20141023,1560,0,N,113,,419,,0,0,201410231560
49153,inc_sf2014q4.csv,20141024,238,0,N,113,,429,,0,0,201410240238
49173,inc_sf2014q4.csv,20141024,424,0,N,115,,419,,0,0,201410240424
49213,inc_sf2014q4.csv,20141024,740,0,N,118,,900,,0,0,201410240740
49235,inc_sf2014q4.csv,20141024,924,0,N,113,,429,,0,0,201410240924
53078,inc_sf2014q4.csv,20141115,426,0,N,111,1,429,4,0,0,201411150426
53087,inc_sf2014q4.csv,20141115,518,0,N,111,1,419,4,0,0,201411150518
49279,inc_sf2014q4.csv,20141024,1261,0,N,113,,429,,0,0,201410241261
49287,inc_sf2014q4.csv,20141024,1327,0,N,118,,946,,0,0,201410241327
49301,inc_sf2014q4.csv,20141024,1449,0,N,113,,963,,0,0,201410241449
49320,inc_sf2014q4.csv,20141025,143,0,N,118,,429,,0,0,201410250143
49326,inc_sf2014q4.csv,20141025,195,0,N,118,,961,,0,0,201410250195
49358,inc_sf2014q4.csv,20141025,401,0,N,118,,960,,0,0,201410250401
49375,inc_sf2014q4.csv,20141025,561,0,N,118,,960,,0,0,201410250561
49381,inc_sf2014q4.csv,20141025,617,0,N,113,,429,,0,0,201410250617
53277,inc_sf2014q4.csv,20141116,683,0,N,111,1,419,4,0,0,201411160683
49491,inc_sf2014q4.csv,20141026,33,0,N,118,,429,,0,0,201410260033
53358,inc_sf2014q4.csv,20141116,1349,0,N,111,1,429,2,0,0,201411161349
49516,inc_sf2014q4.csv,20141026,278,0,N,113,,429,,0,0,201410260278
49517,inc_sf2014q4.csv,20141026,281,0,N,118,,960,,0,0,201410260281
49518,inc_sf2014q4.csv,20141026,286,0,N,113,,429,,0,0,201410260286
53376,inc_sf2014q4.csv,20141117,131,0,N,111,1,419,4,0,0,201411170131
49559,inc_sf2014q4.csv,20141026,780,0,N,113,,429,,0,0,201410260780
49560,inc_sf2014q4.csv,20141026,802,0,N,118,,429,,0,0,201410260802
49564,inc_sf2014q4.csv,20141026,850,0,N,118,,419,,0,0,201410260850
53429,inc_sf2014q4.csv,20141117,567,0,N,111,1,419,4,0,0,201411170567
53448,inc_sf2014q4.csv,20141117,699,0,N,111,1,419,4,0,0,201411170699
49650,inc_sf2014q4.csv,20141027,326,0,N,113,,960,,0,0,201410270326
49657,inc_sf2014q4.csv,20141027,402,0,N,118,,936,,0,0,201410270402
49672,inc_sf2014q4.csv,20141027,539,0,N,113,,400,,0,0,201410270539
53538,inc_sf2014q4.csv,20141117,1377,0,N,111,1,429,4,0,0,201411171377
49678,inc_sf2014q4.csv,20141027,594,0,N,118,,963,,0,0,201410270594
49684,inc_sf2014q4.csv,20141027,675,0,N,118,,419,,0,0,201410270675
53564,inc_sf2014q4.csv,20141118,116,0,N,111,1,881,5,0,0,201411180116
53565,inc_sf2014q4.csv,20141118,116,1,N,111,1,881,5,0,0,201411180116
49713,inc_sf2014q4.csv,20141027,993,0,N,118,,962,,0,0,201410270993
49723,inc_sf2014q4.csv,20141027,1085,0,N,118,,891,,0,0,201410271085
49737,inc_sf2014q4.csv,20141027,1210,0,N,113,,429,,0,0,201410271210
49761,inc_sf2014q4.csv,20141027,1430,0,N,118,,962,,0,0,201410271430
49766,inc_sf2014q4.csv,20141027,1472,0,N,118,,419,,0,0,201410271472
53699,inc_sf2014q4.csv,20141118,1218,0,N,111,1,429,2,0,0,201411181218
49842,inc_sf2014q4.csv,20141028,727,0,N,113,,429,,0,0,201410280727
53723,inc_sf2014q4.csv,20141118,1448,0,N,111,1,429,4,0,0,201411181448
53725,inc_sf2014q4.csv,20141118,1459,0,N,111,1,965,4,1,0,201411181459
53727,inc_sf2014q4.csv,20141118,1459,2,N,111,1,340,4,0,0,201411181459
53728,inc_sf2014q4.csv,20141118,1459,3,N,111,1,429,4,0,0,201411181459
53758,inc_sf2014q4.csv,20141119,185,0,N,111,1,419,4,0,0,201411190185
49890,inc_sf2014q4.csv,20141028,1153,0,N,116,,700,,0,0,201410281153
49914,inc_sf2014q4.csv,20141028,1380,0,N,113,,429,,0,0,201410281380
53795,inc_sf2014q4.csv,20141119,471,0,N,111,1,579,4,0,0,201411190471
49916,inc_sf2014q4.csv,20141028,1396,0,N,118,,511,,0,0,201410281396
49929,inc_sf2014q4.csv,20141029,57,0,N,118,,962,,0,0,201410290057
50017,inc_sf2014q4.csv,20141029,618,0,N,113,,429,,0,0,201410290618
50031,inc_sf2014q4.csv,20141029,694,0,N,113,,429,,0,0,201410290694
53939,inc_sf2014q4.csv,20141120,151,0,N,111,1,419,4,0,0,201411200151
50108,inc_sf2014q4.csv,20141029,1315,0,N,113,,429,,0,0,201410291315
50110,inc_sf2014q4.csv,20141029,1320,0,N,118,,419,,0,0,201410291320
50124,inc_sf2014q4.csv,20141029,1430,0,N,113,,429,,0,0,201410291430
54091,inc_sf2014q4.csv,20141120,1420,0,N,111,1,161,2,0,0,201411201420
54142,inc_sf2014q4.csv,20141121,348,0,N,111,1,419,4,0,0,201411210348
54149,inc_sf2014q4.csv,20141121,403,0,N,111,1,419,2,0,0,201411210403
54182,inc_sf2014q4.csv,20141121,666,0,N,111,1,419,4,0,0,201411210666
50277,inc_sf2014q4.csv,20141030,1222,0,N,118,,962,,0,0,201410301222
50283,inc_sf2014q4.csv,20141030,1253,0,N,113,,419,,0,0,201410301253
50290,inc_sf2014q4.csv,20141030,1294,0,N,113,,160,,0,0,201410301294
50298,inc_sf2014q4.csv,20141030,1373,0,N,118,,963,,0,0,201410301373
50371,inc_sf2014q4.csv,20141031,446,0,N,118,,965,,0,0,201410310446
50462,inc_sf2014q4.csv,20141031,1145,0,N,113,,400,,0,0,201410311145
50486,inc_sf2014q4.csv,20141031,1303,0,N,118,,962,,0,0,201410311303
54453,inc_sf2014q4.csv,20141123,280,0,N,111,1,419,4,0,0,201411230280
54454,inc_sf2014q4.csv,20141123,280,1,N,111,1,419,4,0,0,201411230280
54545,inc_sf2014q4.csv,20141123,1091,0,N,111,1,571,4,0,0,201411231091
54546,inc_sf2014q4.csv,20141123,1106,0,N,111,1,419,4,0,0,201411231106
54567,inc_sf2014q4.csv,20141123,1289,0,N,111,2,808,4,0,0,201411231289
54574,inc_sf2014q4.csv,20141123,1326,0,N,111,1,419,4,0,0,201411231326
50711,inc_sf2014q4.csv,20141101,847,0,N,113,,429,,0,0,201411010847
54662,inc_sf2014q4.csv,20141124,587,0,N,111,1,400,4,0,0,201411240587
50731,inc_sf2014q4.csv,20141101,1050,0,N,118,,962,,0,0,201411011050
50762,inc_sf2014q4.csv,20141101,1288,0,N,114,,419,,0,0,201411011288
54709,inc_sf2014q4.csv,20141124,996,0,N,111,1,962,4,0,0,201411240996
50810,inc_sf2014q4.csv,20141101,1793,0,N,118,,960,,0,0,201411011793
54767,inc_sf2014q4.csv,20141124,1505,1,N,111,1,579,4,0,0,201411241505
50829,inc_sf2014q4.csv,20141102,177,0,N,113,,429,,0,0,201411020177
50844,inc_sf2014q4.csv,20141102,296,0,N,113,,429,,0,0,201411020296
50862,inc_sf2014q4.csv,20141102,373,0,N,118,,960,,0,0,201411020373
54816,inc_sf2014q4.csv,20141125,279,0,N,111,1,419,5,1,0,201411250279
54817,inc_sf2014q4.csv,20141125,279,1,N,111,1,419,5,0,0,201411250279
54833,inc_sf2014q4.csv,20141125,457,0,N,111,1,419,4,0,0,201411250457
50905,inc_sf2014q4.csv,20141102,702,0,N,113,,429,,0,0,201411020702
50915,inc_sf2014q4.csv,20141102,791,0,N,113,,419,,0,0,201411020791
50920,inc_sf2014q4.csv,20141102,818,0,N,113,,429,,0,0,201411020818
50928,inc_sf2014q4.csv,20141102,922,0,N,118,,962,,0,0,201411020922
50929,inc_sf2014q4.csv,20141102,926,0,N,113,,429,,0,0,201411020926
50935,inc_sf2014q4.csv,20141102,972,0,N,113,,419,,0,0,201411020972
50943,inc_sf2014q4.csv,20141102,1025,0,N,118,,963,,0,0,201411021025
50944,inc_sf2014q4.csv,20141102,1035,0,N,113,,429,,0,0,201411021035
50955,inc_sf2014q4.csv,20141102,1119,0,N,113,,419,,0,0,201411021119
50972,inc_sf2014q4.csv,20141102,1296,0,N,118,,931,,0,0,201411021296
50974,inc_sf2014q4.csv,20141102,1298,0,N,113,,429,,0,0,201411021298
50981,inc_sf2014q4.csv,20141102,1340,0,N,118,,963,,0,0,201411021340
50983,inc_sf2014q4.csv,20141102,1352,0,N,118,,963,,0,0,201411021352
54957,inc_sf2014q4.csv,20141125,1577,0,N,111,1,419,4,0,0,201411251577
54983,inc_sf2014q4.csv,20141126,106,0,N,111,1,500,4,0,0,201411260106
51024,inc_sf2014q4.csv,20141103,264,0,N,118,,936,,0,0,201411030264
51067,inc_sf2014q4.csv,20141103,574,0,N,113,,429,,0,0,201411030574
51073,inc_sf2014q4.csv,20141103,625,0,N,118,,960,,0,0,201411030625
51111,inc_sf2014q4.csv,20141103,1010,0,N,113,,419,,0,0,201411031010
51113,inc_sf2014q4.csv,20141103,1022,0,N,118,,429,,0,0,201411031022
55260,inc_sf2014q4.csv,20141127,462,0,N,111,1,429,4,0,0,201411270462
51333,inc_sf2014q4.csv,20141104,1201,0,N,113,,429,,0,0,201411041201
51350,inc_sf2014q4.csv,20141104,1341,0,N,118,,962,,0,0,201411041341
51355,inc_sf2014q4.csv,20141104,1367,0,N,118,,962,,0,0,201411041367
51356,inc_sf2014q4.csv,20141104,1372,0,N,118,,174,,0,0,201411041372
55354,inc_sf2014q4.csv,20141127,984,0,N,111,1,419,4,0,0,201411270984
51399,inc_sf2014q4.csv,20141105,98,0,N,118,,807,,0,0,201411050098
51405,inc_sf2014q4.csv,20141105,154,0,N,113,,160,,0,0,201411050154
55397,inc_sf2014q4.csv,20141127,1227,0,N,111,1,429,4,0,0,201411271227
55436,inc_sf2014q4.csv,20141128,95,0,N,111,1,429,4,0,0,201411280095
55451,inc_sf2014q4.csv,20141128,193,0,N,111,1,419,4,0,0,201411280193
51458,inc_sf2014q4.csv,20141105,620,0,N,118,,419,,0,0,201411050620
51485,inc_sf2014q4.csv,20141105,811,0,N,113,,429,,0,0,201411050811
51530,inc_sf2014q4.csv,20141105,1270,0,N,113,,564,,0,0,201411051270
51534,inc_sf2014q4.csv,20141105,1317,0,N,118,,952,,0,0,201411051317
51579,inc_sf2014q4.csv,20141106,311,0,N,113,,429,,0,0,201411060311
55588,inc_sf2014q4.csv,20141128,1136,0,N,111,1,429,4,0,0,201411281136
55612,inc_sf2014q4.csv,20141129,27,0,N,111,1,419,4,0,0,201411290027
55620,inc_sf2014q4.csv,20141129,96,0,N,111,1,529,4,0,0,201411290096
51622,inc_sf2014q4.csv,20141106,736,0,N,118,,962,,0,0,201411060736
51632,inc_sf2014q4.csv,20141106,796,0,N,118,,419,,0,0,201411060796
51674,inc_sf2014q4.csv,20141106,1298,0,N,113,,419,,0,0,201411061298
51686,inc_sf2014q4.csv,20141106,1382,0,N,118,,151,,0,0,201411061382
51690,inc_sf2014q4.csv,20141106,1424,0,N,113,,429,,0,0,201411061424
55703,inc_sf2014q4.csv,20141129,712,0,N,111,1,419,4,0,0,201411290712
51749,inc_sf2014q4.csv,20141107,256,0,N,113,,429,,0,0,201411070256
55759,inc_sf2014q4.csv,20141129,1105,0,N,111,1,429,4,0,0,201411291105
51764,inc_sf2014q4.csv,20141107,375,0,N,118,,965,,0,0,201411070375
55791,inc_sf2014q4.csv,20141130,224,0,N,122,2,960,4,0,0,201411300224
51802,inc_sf2014q4.csv,20141107,678,0,N,118,,900,,0,0,201411070678
51848,inc_sf2014q4.csv,20141107,1120,0,N,118,,124,,0,0,201411071120
55922,inc_sf2014q4.csv,20141130,1179,0,N,111,1,429,4,0,0,201411301179
55951,inc_sf2014q4.csv,20141130,1311,0,N,111,1,429,4,0,0,201411301311
51943,inc_sf2014q4.csv,20141108,303,0,N,113,,429,,0,0,201411080303
55975,inc_sf2014q4.csv,20141130,1462,0,N,111,1,419,2,0,0,201411301462
51957,inc_sf2014q4.csv,20141108,413,0,N,113,,429,,0,0,201411080413
51958,inc_sf2014q4.csv,20141108,465,0,N,113,,429,,0,0,201411080465
51964,inc_sf2014q4.csv,20141108,503,0,N,118,,807,,0,0,201411080503
51975,inc_sf2014q4.csv,20141108,567,0,N,113,,419,,0,0,201411080567
51997,inc_sf2014q4.csv,20141108,829,0,N,113,,429,,0,0,201411080829
52009,inc_sf2014q4.csv,20141108,925,0,N,113,,429,,0,0,201411080925
52045,inc_sf2014q4.csv,20141108,1280,0,N,116,,429,,0,0,201411081280
52076,inc_sf2014q4.csv,20141108,1538,0,N,113,,419,,0,0,201411081538
56117,inc_sf2014q4.csv,20141201,1266,0,N,111,1,511,4,0,0,201412011266
52093,inc_sf2014q4.csv,20141109,183,0,N,118,,963,,0,0,201411090183
52098,inc_sf2014q4.csv,20141109,233,0,N,118,,963,,0,0,201411090233
56132,inc_sf2014q4.csv,20141201,1446,0,N,111,1,419,3,0,0,201412011446
52121,inc_sf2014q4.csv,20141109,408,0,N,118,,963,,0,0,201411090408
52136,inc_sf2014q4.csv,20141109,607,0,N,113,,429,,0,0,201411090607
52137,inc_sf2014q4.csv,20141109,611,0,N,113,,931,,0,0,201411090611
52161,inc_sf2014q4.csv,20141109,858,0,N,113,,429,,0,0,201411090858
52162,inc_sf2014q4.csv,20141109,860,0,N,118,,962,,0,0,201411090860
52184,inc_sf2014q4.csv,20141109,1024,0,N,113,,429,,0,0,201411091024
52195,inc_sf2014q4.csv,20141109,1124,0,N,118,,963,,0,0,201411091124
52203,inc_sf2014q4.csv,20141109,1211,0,N,113,,419,,0,0,201411091211
52222,inc_sf2014q4.csv,20141109,1356,0,N,118,,931,,0,0,201411091356
52228,inc_sf2014q4.csv,20141109,1404,0,N,113,,429,,0,0,201411091404
52274,inc_sf2014q4.csv,20141110,285,0,N,113,,429,,0,0,201411100285
52277,inc_sf2014q4.csv,20141110,325,0,N,118,,124,,0,0,201411100325
52281,inc_sf2014q4.csv,20141110,377,0,N,118,,963,,0,0,201411100377
56340,inc_sf2014q4.csv,20141202,1334,0,N,111,1,429,4,0,0,201412021334
52301,inc_sf2014q4.csv,20141110,529,0,N,118,,961,,0,0,201411100529
52302,inc_sf2014q4.csv,20141110,535,0,N,118,,419,,0,0,201411100535
52309,inc_sf2014q4.csv,20141110,596,0,N,113,,210,,0,0,201411100596
52324,inc_sf2014q4.csv,20141110,683,0,N,113,,963,,0,0,201411100683
52341,inc_sf2014q4.csv,20141110,872,0,N,118,,960,,0,0,201411100872
52347,inc_sf2014q4.csv,20141110,913,0,N,113,,429,,0,0,201411100913
52369,inc_sf2014q4.csv,20141110,1119,0,N,118,,962,,0,0,201411101119
52376,inc_sf2014q4.csv,20141110,1199,0,N,118,,960,,0,0,201411101199
52390,inc_sf2014q4.csv,20141110,1309,0,N,113,,429,,0,0,201411101309
52407,inc_sf2014q4.csv,20141110,4008,0,N,118,,429,,0,0,201411104008
52418,inc_sf2014q4.csv,20141111,60,0,N,118,,963,,0,0,201411110060
52424,inc_sf2014q4.csv,20141111,111,0,N,118,,960,,0,0,201411110111
56475,inc_sf2014q4.csv,20141203,505,0,N,111,1,599,4,0,0,201412030505
52453,inc_sf2014q4.csv,20141111,410,0,N,113,,429,,0,0,201411110410
52461,inc_sf2014q4.csv,20141111,537,0,N,113,,460,,0,0,201411110537
52464,inc_sf2014q4.csv,20141111,572,0,N,113,,213,,0,0,201411110572
56527,inc_sf2014q4.csv,20141203,848,0,N,111,1,419,4,0,0,201412030848
52480,inc_sf2014q4.csv,20141111,679,0,N,118,,962,,0,0,201411110679
52486,inc_sf2014q4.csv,20141111,725,0,N,113,,419,,0,0,201411110725
56588,inc_sf2014q4.csv,20141203,1265,0,N,111,1,429,4,0,0,201412031265
52536,inc_sf2014q4.csv,20141111,1159,0,N,118,,962,,0,0,201411111159
52551,inc_sf2014q4.csv,20141111,1275,0,N,118,,962,,0,0,201411111275
56619,inc_sf2014q4.csv,20141203,1475,0,N,111,1,564,4,0,0,201412031475
52572,inc_sf2014q4.csv,20141112,72,0,N,118,,962,,0,0,201411120072
52574,inc_sf2014q4.csv,20141112,96,0,N,118,,429,,0,0,201411120096
52614,inc_sf2014q4.csv,20141112,480,0,N,113,,419,,0,0,201411120480
52625,inc_sf2014q4.csv,20141112,588,0,N,113,,400,,0,0,201411120588
52652,inc_sf2014q4.csv,20141112,786,0,N,118,,960,,0,0,201411120786
52653,inc_sf2014q4.csv,20141112,789,0,N,113,,419,,0,0,201411120789
56752,inc_sf2014q4.csv,20141204,755,0,N,111,1,429,4,0,0,201412040755
52730,inc_sf2014q4.csv,20141113,176,0,N,118,,963,,0,0,201411130176
52737,inc_sf2014q4.csv,20141113,206,0,N,113,,429,,0,0,201411130206
56818,inc_sf2014q4.csv,20141204,1297,0,N,111,1,419,4,0,0,201412041297
52797,inc_sf2014q4.csv,20141113,727,0,N,116,,629,,0,0,201411130727
52822,inc_sf2014q4.csv,20141113,1100,0,N,113,,899,,0,0,201411131100
52825,inc_sf2014q4.csv,20141113,1114,0,N,118,,931,,0,0,201411131114
52827,inc_sf2014q4.csv,20141113,1131,0,N,118,,962,,0,0,201411131131
52849,inc_sf2014q4.csv,20141113,1334,0,N,118,,936,,0,0,201411131334
52858,inc_sf2014q4.csv,20141113,1425,0,N,113,,429,,0,0,201411131425
52912,inc_sf2014q4.csv,20141114,414,0,N,118,,150,,0,0,201411140414
52989,inc_sf2014q4.csv,20141114,1319,0,N,118,,963,,0,0,201411141319
57090,inc_sf2014q4.csv,20141206,747,0,N,111,1,419,5,1,0,201412060747
57091,inc_sf2014q4.csv,20141206,747,1,N,111,1,419,5,1,0,201412060747
57092,inc_sf2014q4.csv,20141206,747,2,N,111,1,419,5,1,0,201412060747
57093,inc_sf2014q4.csv,20141206,747,3,N,111,1,419,5,1,0,201412060747
57094,inc_sf2014q4.csv,20141206,747,4,N,111,1,419,5,1,0,201412060747
53013,inc_sf2014q4.csv,20141114,1526,0,N,118,,960,,0,0,201411141526
53020,inc_sf2014q4.csv,20141114,1570,0,N,113,,429,,0,0,201411141570
53045,inc_sf2014q4.csv,20141115,249,0,N,118,,419,,0,0,201411150249
53054,inc_sf2014q4.csv,20141115,309,0,N,113,,963,,0,0,201411150309
53084,inc_sf2014q4.csv,20141115,491,0,N,113,,419,,0,0,201411150491
53085,inc_sf2014q4.csv,20141115,500,0,N,118,,UUU,,0,0,201411150500
57214,inc_sf2014q4.csv,20141207,218,0,N,111,1,419,4,0,0,201412070218
53120,inc_sf2014q4.csv,20141115,815,0,N,113,,429,,0,0,201411150815
53128,inc_sf2014q4.csv,20141115,862,0,N,113,,429,,0,0,201411150862
53136,inc_sf2014q4.csv,20141115,933,0,N,118,,938,,0,0,201411150933
53160,inc_sf2014q4.csv,20141115,1141,0,N,118,,936,,0,0,201411151141
53174,inc_sf2014q4.csv,20141115,1214,0,N,113,,429,,0,0,201411151214
53179,inc_sf2014q4.csv,20141115,1270,0,N,113,,124,,0,0,201411151270
53197,inc_sf2014q4.csv,20141115,1521,0,N,118,,419,,0,0,201411151521
53198,inc_sf2014q4.csv,20141116,2,0,N,118,,963,,0,0,201411160002
57363,inc_sf2014q4.csv,20141208,63,0,N,111,1,981,5,0,0,201412080063
57365,inc_sf2014q4.csv,20141208,63,2,N,111,1,981,4,0,0,201412080063
57366,inc_sf2014q4.csv,20141208,63,3,N,111,1,599,4,0,0,201412080063
57367,inc_sf2014q4.csv,20141208,63,4,N,111,1,981,4,0,0,201412080063
57368,inc_sf2014q4.csv,20141208,63,5,N,111,1,599,4,0,0,201412080063
57369,inc_sf2014q4.csv,20141208,63,6,N,111,1,599,4,0,0,201412080063
57370,inc_sf2014q4.csv,20141208,63,7,N,111,1,599,4,0,0,201412080063
57379,inc_sf2014q4.csv,20141208,163,0,N,111,1,500,4,1,0,201412080163
53289,inc_sf2014q4.csv,20141116,765,0,N,118,,960,,0,0,201411160765
53302,inc_sf2014q4.csv,20141116,873,0,N,118,,961,,0,0,201411160873
53313,inc_sf2014q4.csv,20141116,983,0,N,118,,960,,0,0,201411160983
53335,inc_sf2014q4.csv,20141116,1185,0,N,113,,439,,0,0,201411161185
57477,inc_sf2014q4.csv,20141208,1002,0,N,111,1,419,4,0,0,201412081002
53362,inc_sf2014q4.csv,20141116,1427,0,N,118,,960,,0,0,201411161427
57499,inc_sf2014q4.csv,20141208,1186,0,N,111,1,419,4,0,1,201412081186
53378,inc_sf2014q4.csv,20141117,172,0,N,113,,429,,0,0,201411170172
53385,inc_sf2014q4.csv,20141117,214,0,N,118,,800,,0,0,201411170214
53415,inc_sf2014q4.csv,20141117,495,0,N,118,,429,,0,0,201411170495
57574,inc_sf2014q4.csv,20141209,262,0,N,111,1,160,4,0,0,201412090262
53437,inc_sf2014q4.csv,20141117,647,0,N,118,,120,,0,0,201411170647
53458,inc_sf2014q4.csv,20141117,770,0,N,113,,429,,0,0,201411170770
53470,inc_sf2014q4.csv,20141117,844,0,N,118,,962,,0,0,201411170844
53490,inc_sf2014q4.csv,20141117,999,0,N,118,,963,,0,0,201411170999
53491,inc_sf2014q4.csv,20141117,1008,0,N,118,,963,,0,0,201411171008
53523,inc_sf2014q4.csv,20141117,1311,0,N,113,,419,,0,0,201411171311
53527,inc_sf2014q4.csv,20141117,1330,0,N,113,,429,,0,0,201411171330
53541,inc_sf2014q4.csv,20141117,1390,0,N,113,,429,,0,0,201411171390
53542,inc_sf2014q4.csv,20141117,1397,0,N,118,,931,,0,0,201411171397
53553,inc_sf2014q4.csv,20141118,7,0,N,118,,962,,0,0,201411180007
53561,inc_sf2014q4.csv,20141118,96,0,N,113,,429,,0,0,201411180096
53571,inc_sf2014q4.csv,20141118,165,0,N,118,,962,,0,0,201411180165
57721,inc_sf2014q4.csv,20141210,152,0,N,111,1,511,4,0,0,201412100152
53601,inc_sf2014q4.csv,20141118,472,0,N,118,,900,,0,0,201411180472
53602,inc_sf2014q4.csv,20141118,480,0,N,118,,965,,0,0,201411180480
53637,inc_sf2014q4.csv,20141118,706,0,N,113,,429,,0,0,201411180706
57794,inc_sf2014q4.csv,20141210,959,0,N,111,1,419,2,0,0,201412100959
53660,inc_sf2014q4.csv,20141118,871,0,N,113,,429,,0,0,201411180871
57832,inc_sf2014q4.csv,20141210,1267,0,N,111,1,500,4,0,0,201412101267
53684,inc_sf2014q4.csv,20141118,1064,0,N,113,,429,,0,0,201411181064
53685,inc_sf2014q4.csv,20141118,1068,0,N,113,,419,,0,0,201411181068
53692,inc_sf2014q4.csv,20141118,1120,0,N,118,,400,,0,0,201411181120
53711,inc_sf2014q4.csv,20141118,1331,0,N,118,,951,,0,0,201411181331
53715,inc_sf2014q4.csv,20141118,1369,0,N,118,,429,,0,0,201411181369
53736,inc_sf2014q4.csv,20141118,1558,0,N,113,,400,,0,0,201411181558
53739,inc_sf2014q4.csv,20141119,22,0,N,113,,419,,0,0,201411190022
57898,inc_sf2014q4.csv,20141211,498,0,N,111,1,500,2,0,0,201412110498
53755,inc_sf2014q4.csv,20141119,161,0,N,113,,439,,0,0,201411190161
53778,inc_sf2014q4.csv,20141119,347,0,N,118,,961,,0,0,201411190347
53791,inc_sf2014q4.csv,20141119,449,0,N,113,,419,,0,0,201411190449
57979,inc_sf2014q4.csv,20141211,1214,0,N,111,1,429,4,0,0,201412111214
53819,inc_sf2014q4.csv,20141119,675,0,N,118,,419,,0,0,201411190675
53826,inc_sf2014q4.csv,20141119,713,0,N,118,,808,,0,0,201411190713
57993,inc_sf2014q4.csv,20141211,1306,0,N,111,1,808,4,0,0,201412111306
53839,inc_sf2014q4.csv,20141119,829,0,N,113,,429,,0,0,201411190829
58004,inc_sf2014q4.csv,20141211,1453,0,N,111,1,899,5,0,0,201412111453
